1 3 34 1
5 10 29 1
7 15 33 1
9 13 3 1
13 10 2 1
18 16 26 1
21 19 25 1
23 13 29 1
25 19 26 1
28 20 26 1
30 17 17 1
35 15 19 1
38 20 26 1
42 19 29 1
49 17 29 1
52 17 18 1
55 14 21 1
57 17 30 1
60 18 27 1
62 20 36 1
63 12 35 1
70 18 32 1
73 20 23 1
75 15 33 1
79 13 17 1
83 33 18 1
89 29 28 1
90 20 31 1
92 20 21 1
96 16 23 1
97 10 29 1
98 16 36 1
99 17 21 1
100 7 29 1
